--- Terminal on /dev/cu.usbmodem11301 | 9600 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
boot
 voltage, error, delta_t, cum_error, rate_error, correction, OCR1A
473, -18, 34, -188175, 0, 0, 142
473, -18, 36, -188823, 0, 0, 142
473, -18, 35, -189453, 0, 0, 142
473, -18, 36, -190101, 0, 0, 142
473, -18, 35, -190731, 0, 0, 142
473, -18, 36, -191379, 0, 0, 142
473, -18, 34, -191991, 0, 0, 142
473, -18, 36, -192639, 0, 0, 142
471, -16, 36, -193215, 0, 0, 142
473, -18, 35, -193845, 0, 0, 142
473, -18, 36, -194493, 0, 0, 142
473, -18, 35, -195123, 0, 0, 142
473, -18, 35, -195753, 0, 0, 142
473, -18, 35, -196383, 0, 0, 142
473, -18, 36, -197031, 0, 0, 142
474, -19, 35, -197696, 0, 0, 142
473, -18, 36, -198344, 0, 0, 142
474, -19, 34, -198990, 0, 0, 142
473, -18, 36, -199638, 0, 0, 142
473, -18, 35, -200268, 0, 0, 142
473, -18, 36, -200916, 0, 0, 142
473, -18, 35, -201546, 0, 0, 142
473, -18, 36, -202194, 0, 0, 142
473, -18, 34, -202806, 0, 0, 142
473, -18, 36, -203454, 0, 0, 142
474, -19, 36, -204138, 0, 0, 142
473, -18, 35, -204768, 0, 0, 142
473, -18, 36, -205416, 0, 0, 142
473, -18, 35, -206046, 0, 0, 142
473, -18, 35, -206676, 0, 0, 142
473, -18, 35, -207306, 0, 0, 142
474, -19, 36, -207990, 0, 0, 142
473, -18, 35, -208620, 0, 0, 142
473, -18, 36, -209268, 0, 0, 142
473, -18, 35, -209898, 0, 0, 142
473, -18, 35, -210528, 0, 0, 142
473, -18, 35, -211158, 0, 0, 142
473, -18, 36, -211806, 0, 0, 142
473, -18, 35, -212436, 0, 0, 142
474, -19, 36, -213120, 0, 0, 142
471, -16, 36, -213696, 0, 0, 142
473, -18, 34, -214308, 0, 0, 142
473, -18, 36, -214956, 0, 0, 142
473, -18, 35, -215586, 0, 0, 142
473, -18, 36, -216234, 0, 0, 142
473, -18, 35, -216864, 0, 0, 142
473, -18, 36, -217512, 0, 0, 142
474, -19, 34, -218158, 0, 0, 142
473, -18, 36, -218806, 0, 0, 142
473, -18, 35, -219436, 0, 0, 142
473, -18, 36, -220084, 0, 0, 142
473, -18, 35, -220714, 0, 0, 142
474, -19, 35, -221379, 0, 0, 142
474, -19, 35, -222044, 0, 0, 142
473, -18, 36, -222692, 0, 0, 142
474, -19, 35, -223357, 0, 0, 142
474, -19, 36, -224041, 0, 0, 142
473, -18, 36, -224689, 0, 0, 142
474, -19, 34, -225335, 0, 0, 142
473, -18, 36, -225983, 0, 0, 142
473, -18, 35, -226613, 0, 0, 142
474, -19, 36, -227297, 0, 0, 142
473, -18, 35, -227927, 0, 0, 142
474, -19, 36, -228611, 0, 0, 142
473, -18, 34, -229223, 0, 0, 142
474, -19, 36, -229907, 0, 0, 142
473, -18, 35, -230537, 0, 0, 142
473, -18, 36, -231185, 0, 0, 142
473, -18, 35, -231815, 0, 0, 142
474, -19, 36, -232499, 0, 0, 142
473, -18, 34, -233111, 0, 0, 142
473, -18, 36, -233759, 0, 0, 142
471, -16, 36, -234335, 0, 0, 142
473, -18, 35, -234965, 0, 0, 142
473, -18, 36, -235613, 0, 0, 142
474, -19, 35, -236278, 0, 0, 142
473, -18, 35, -236908, 0, 0, 142
474, -19, 35, -237573, 0, 0, 142
473, -18, 36, -238221, 0, 0, 142
473, -18, 35, -238851, 0, 0, 142
474, -19, 36, -239535, 0, 0, 142
473, -18, 35, -240165, 0, 0, 142
473, -18, 35, -240795, 0, 0, 142
473, -18, 35, -241425, 0, 0, 142
473, -18, 36, -242073, 0, 0, 142
474, -19, 35, -242738, 0, 0, 142
473, -18, 36, -243386, 0, 0, 142
474, -19, 34, -244032, 0, 0, 142
473, -18, 36, -244680, 0, 0, 142
473, -18, 36, -245328, 0, 0, 142
474, -19, 35, -245993, 0, 0, 142
473, -18, 36, -246641, 0, 0, 142
473, -18, 35, -247271, 0, 0, 142
473, -18, 35, -247901, 0, 0, 142
474, -19, 35, -248566, 0, 0, 142
473, -18, 36, -249214, 0, 0, 142
473, -18, 35, -249844, 0, 0, 142
473, -18, 36, -250492, 0, 0, 142
474, -19, 35, -251157, 0, 0, 142
474, -19, 35, -251822, 0, 0, 142
473, -18, 35, -252452, 0, 0, 142
474, -19, 36, -253136, 0, 0, 142
474, -19, 35, -253801, 0, 0, 142
474, -19, 36, -254485, 0, 0, 142
471, -16, 36, -255061, 0, 0, 142
474, -19, 34, -255707, 0, 0, 142
473, -18, 36, -256355, 0, 0, 142
474, -19, 35, -257020, 0, 0, 142
473, -18, 36, -257668, 0, 0, 142
474, -19, 35, -258333, 0, 0, 142
473, -18, 36, -258981, 0, 0, 142
474, -19, 34, -259627, 0, 0, 142
473, -18, 36, -260275, 0, 0, 142
473, -18, 35, -260905, 0, 0, 142
474, -19, 36, -261589, 0, 0, 142
474, -19, 35, -262254, 0, 0, 142
474, -19, 36, -262938, 0, 0, 142
474, -19, 34, -263584, 0, 0, 142
474, -19, 36, -264268, 0, 0, 142
474, -19, 35, -264933, 0, 0, 142
474, -19, 36, -265617, 0, 0, 142
474, -19, 36, -266301, 0, 0, 142
474, -19, 35, -266966, 0, 0, 142
474, -19, 35, -267631, 0, 0, 142
474, -19, 35, -268296, 0, 0, 142
473, -18, 36, -268944, 0, 0, 142
474, -19, 35, -269609, 0, 0, 142
474, -19, 36, -270293, 0, 0, 142
474, -19, 34, -270939, 0, 0, 142
474, -19, 36, -271623, 0, 0, 142
474, -19, 35, -272288, 0, 0, 142
474, -19, 36, -272972, 0, 0, 142
473, -18, 35, -273602, 0, 0, 142
473, -18, 36, -274250, 0, 0, 142
474, -19, 34, -274896, 0, 0, 142
474, -19, 36, -275580, 0, 0, 142
471, -16, 36, -276156, 0, 0, 142
474, -19, 35, -276821, 0, 0, 142
474, -19, 36, -277505, 0, 0, 142
474, -19, 35, -278170, 0, 0, 142
474, -19, 35, -278835, 0, 0, 142
473, -18, 35, -279465, 0, 0, 142
474, -19, 36, -280149, 0, 0, 142
474, -19, 35, -280814, 0, 0, 142
473, -18, 36, -281462, 0, 0, 142
473, -18, 35, -282092, 0, 0, 142
473, -18, 35, -282722, 0, 0, 142
474, -19, 35, -283387, 0, 0, 142
474, -19, 36, -284071, 0, 0, 142
474, -19, 35, -284736, 0, 0, 142
474, -19, 36, -285420, 0, 0, 142
474, -19, 35, -286085, 0, 0, 142
474, -19, 35, -286750, 0, 0, 142
474, -19, 36, -287434, 0, 0, 142
474, -19, 35, -288099, 0, 0, 142
474, -19, 36, -288783, 0, 0, 142
474, -19, 35, -289448, 0, 0, 142
474, -19, 36, -290132, 0, 0, 142
474, -19, 34, -290778, 0, 0, 142
474, -19, 36, -291462, 0, 0, 142
474, -19, 35, -292127, 0, 0, 142
474, -19, 36, -292811, 0, 0, 142
474, -19, 35, -293476, 0, 0, 142
474, -19, 35, -294141, 0, 0, 142
474, -19, 35, -294806, 0, 0, 142
474, -19, 36, -295490, 0, 0, 142
474, -19, 35, -296155, 0, 0, 142
474, -19, 36, -296839, 0, 0, 142
471, -16, 36, -297415, 0, 0, 142
474, -19, 34, -298061, 0, 0, 142
474, -19, 36, -298745, 0, 0, 142
474, -19, 35, -299410, 0, 0, 142
474, -19, 36, -300094, 0, 0, 142
474, -19, 35, -300759, 0, 0, 142
474, -19, 36, -301443, 0, 0, 142
474, -19, 34, -302089, 0, 0, 142
474, -19, 36, -302773, 0, 0, 142
474, -19, 35, -303438, 0, 0, 142
474, -19, 36, -304122, 0, 0, 142
474, -19, 35, -304787, 0, 0, 142
474, -19, 36, -305471, 0, 0, 142
474, -19, 34, -306117, 0, 0, 142
474, -19, 36, -306801, 0, 0, 142
474, -19, 35, -307466, 0, 0, 142
474, -19, 36, -308150, 0, 0, 142
474, -19, 36, -308834, 0, 0, 142
474, -19, 35, -309499, 0, 0, 142
474, -19, 35, -310164, 0, 0, 142
473, -18, 35, -310794, 0, 0, 142
474, -19, 36, -311478, 0, 0, 142
474, -19, 35, -312143, 0, 0, 142
474, -19, 36, -312827, 0, 0, 142
474, -19, 35, -313492, 0, 0, 142
474, -19, 35, -314157, 0, 0, 142
474, -19, 35, -314822, 0, 0, 142
474, -19, 36, -315506, 0, 0, 142
474, -19, 35, -316171, 0, 0, 142
474, -19, 36, -316855, 0, 0, 142
474, -19, 34, -317501, 0, 0, 142
474, -19, 36, -318185, 0, 0, 142
471, -16, 36, -318761, 0, 0, 142
474, -19, 35, -319426, 0, 0, 142
474, -19, 36, -320110, 0, 0, 142
474, -19, 35, -320775, 0, 0, 142
474, -19, 35, -321440, 0, 0, 142
474, -19, 35, -322105, 0, 0, 142
474, -19, 36, -322789, 0, 0, 142
474, -19, 35, -323454, 0, 0, 142
474, -19, 36, -324138, 0, 0, 142
474, -19, 35, -324803, 0, 0, 142
474, -19, 35, -325468, 0, 0, 142
474, -19, 35, -326133, 0, 0, 142
474, -19, 36, -326817, 0, 0, 142
474, -19, 35, -327482, 0, 0, 142
474, -19, 36, -328166, 0, 0, 142
473, -18, 35, -328796, 0, 0, 142
474, -19, 35, -329461, 0, 0, 142
473, -18, 36, -330109, 0, 0, 142
474, -19, 35, -330774, 0, 0, 142
474, -19, 36, -331458, 0, 0, 142
473, -18, 35, -332088, 0, 0, 142
474, -19, 36, -332772, 0, 0, 142
474, -19, 34, -333418, 0, 0, 142
474, -19, 36, -334102, 0, 0, 142
474, -19, 35, -334767, 0, 0, 142
474, -19, 36, -335451, 0, 0, 142
474, -19, 35, -336116, 0, 0, 142
474, -19, 36, -336800, 0, 0, 142
474, -19, 34, -337446, 0, 0, 142
474, -19, 36, -338130, 0, 0, 142
473, -18, 35, -338760, 0, 0, 142
474, -19, 36, -339444, 0, 0, 142
471, -16, 36, -340020, 0, 0, 142
474, -19, 34, -340666, 0, 0, 142
474, -19, 36, -341350, 0, 0, 142
474, -19, 35, -342015, 0, 0, 142
474, -19, 36, -342699, 0, 0, 142
474, -19, 35, -343364, 0, 0, 142
474, -19, 36, -344048, 0, 0, 142
474, -19, 34, -344694, 0, 0, 142
474, -19, 36, -345378, 0, 0, 142
474, -19, 35, -346043, 0, 0, 142
474, -19, 36, -346727, 0, 0, 142
474, -19, 35, -347392, 0, 0, 142
474, -19, 36, -348076, 0, 0, 142
474, -19, 34, -348722, 0, 0, 142
474, -19, 36, -349406, 0, 0, 142
474, -19, 35, -350071, 0, 0, 142
474, -19, 36, -350755, 0, 0, 142
474, -19, 36, -351439, 0, 0, 142
474, -19, 35, -352104, 0, 0, 142
474, -19, 35, -352769, 0, 0, 142
474, -19, 35, -353434, 0, 0, 142
474, -19, 36, -354118, 0, 0, 142
474, -19, 35, -354783, 0, 0, 142
474, -19, 36, -355467, 0, 0, 142
474, -19, 35, -356132, 0, 0, 142
474, -19, 35, -356797, 0, 0, 142
474, -19, 35, -357462, 0, 0, 142
474, -19, 36, -358146, 0, 0, 142
474, -19, 35, -358811, 0, 0, 142
474, -19, 36, -359495, 0, 0, 142
474, -19, 35, -360160, 0, 0, 142
474, -19, 35, -360825, 0, 0, 142
471, -16, 36, -361401, 0, 0, 142
474, -19, 35, -362066, 0, 0, 142
474, -19, 36, -362750, 0, 0, 142
474, -19, 35, -363415, 0, 0, 142
474, -19, 36, -364099, 0, 0, 142
474, -19, 34, -364745, 0, 0, 142
474, -19, 36, -365429, 0, 0, 142
474, -19, 35, -366094, 0, 0, 142
474, -19, 36, -366778, 0, 0, 142
474, -19, 35, -367443, 0, 0, 142
474, -19, 35, -368108, 0, 0, 142
474, -19, 35, -368773, 0, 0, 142
474, -19, 36, -369457, 0, 0, 142
474, -19, 35, -370122, 0, 0, 142
474, -19, 36, -370806, 0, 0, 142
474, -19, 35, -371471, 0, 0, 142
474, -19, 35, -372136, 0, 0, 142
474, -19, 36, -372820, 0, 0, 142
474, -19, 35, -373485, 0, 0, 142
474, -19, 36, -374169, 0, 0, 142
474, -19, 35, -374834, 0, 0, 142
474, -19, 36, -375518, 0, 0, 142
474, -19, 34, -376164, 0, 0, 142
474, -19, 36, -376848, 0, 0, 142
474, -19, 35, -377513, 0, 0, 142
474, -19, 36, -378197, 0, 0, 142
474, -19, 35, -378862, 0, 0, 142
474, -19, 36, -379546, 0, 0, 142
474, -19, 34, -380192, 0, 0, 142
474, -19, 36, -380876, 0, 0, 142
474, -19, 35, -381541, 0, 0, 142
474, -19, 36, -382225, 0, 0, 142
471, -16, 36, -382801, 0, 0, 142
474, -19, 35, -383466, 0, 0, 142
474, -19, 35, -384131, 0, 0, 142
474, -19, 35, -384796, 0, 0, 142
474, -19, 36, -385480, 0, 0, 142
474, -19, 35, -386145, 0, 0, 142
474, -19, 36, -386829, 0, 0, 142
474, -19, 35, -387494, 0, 0, 142
474, -19, 35, -388159, 0, 0, 142
474, -19, 35, -388824, 0, 0, 142
474, -19, 36, -389508, 0, 0, 142
474, -19, 35, -390173, 0, 0, 142
474, -19, 36, -390857, 0, 0, 142
474, -19, 34, -391503, 0, 0, 142
474, -19, 36, -392187, 0, 0, 142
474, -19, 35, -392852, 0, 0, 142
474, -19, 36, -393536,
